_NAME_,_PRICE_,_CUSINE_CATEGORY_,_CITY_,_REGION_,_URL_,_PAGE_NO_,_CUSINE_TYPE_,_TIMING_,_RATING_TYPE_,_RATING_,_VOTES_
"""Bhimsain Baij Nath - Dalmoth Pehta Wala""","""200""","""Mithai,Desserts""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/bhimsain-baij-nath-dalmoth-pehta-wala-civil-lines/info""","""23""","""Dessert Parlor""","""930am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Jyoti Family Restaurant""","""300""","""North Indian""","""Agra""","""Khandari""","""https://www.zomato.com/agra/jyoti-family-restaurant-khandari/info""","""23""","""Quick Bites""","""1030am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Ganga Khandvi Dhokla House""","""100""","""Fast Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/ganga-khandvi-dhokla-house-kamla-nagar/info""","""23""","""Quick Bites""","""9am to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Abdul Sattar Nashte Wale""","""150""","""Fast Food""","""Agra""","""Mantola""","""https://www.zomato.com/agra/abdul-sattar-nashte-wale-mantola/info""","""24""","""Quick Bites""","""6am to 4pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""New Riao Restaurant""","""1000""","""North Indian,Chinese,Mughlai,Continental""","""Agra""","""Agra Cantt""","""https://www.zomato.com/agra/new-riao-restaurant-agra-cantt/info""","""24""","""Casual Dining""","""830am to 10pm(Mon-Sun)""","""Average""","""2.8""","""4"""
"""Desi Masala""","""200""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/desi-masala-civil-lines/info""","""24""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Average""","""3.2""","""5"""
"""Girraj Restaurant""","""200""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/girraj-restaurant-civil-lines/info""","""24""","""Quick Bites""","""9am to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Annapurna""","""500""","""Chinese,Fast Food,North Indian,South Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/annapurna-tajganj/info""","""24""","""Quick Bites""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Anjali Sweet""","""200""","""Mithai,Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/anjali-sweet-sikandra/info""","""24""","""Sweet Shop""","""6am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Bedweiser Cafe""","""350""","""North Indian,Fast Food""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/bedweiser-cafe-tajganj/info""","""24""","""Quick Bites""","""9am to 3pm,7pm to 10pm(Mon-Sun)""","""Average""","""3.2""","""5"""
"""Gopal Juice Corner""","""100""","""Juices""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/gopal-juice-corner-sikandra/info""","""24""","""Beverage Shop""","""9am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Relax He Relax Restaurant""","""800""","""North Indian,Chinese""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/relax-he-relax-restaurant-tajganj/info""","""24""","""Quick Bites""","""730am to 930pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Thali Bhojnalaya""","""300""","""North Indian,South Indian,Chinese""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/thali-bhojnalaya-tajganj/info""","""24""","""Quick Bites""","""830am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Swad Thali""","""200""","""North Indian""","""Agra""","""Mantola""","""https://www.zomato.com/agra/swad-thali-mantola/info""","""24""","""Quick Bites""","""11am to 6pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Vidhi Foods""","""200""","""North Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/vidhi-foods-sikandra/info""","""24""","""Quick Bites""","""11am to 8pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Pandit Ji Sweets""","""200""","""Mithai""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/pandit-ji-sweets-shahganj/info""","""24""","""Sweet Shop""","""8am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Jai Pepsi Cafe""","""100""","""Street Food""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/jai-pepsi-cafe-dayal-bagh/info""","""24""","""Quick Bites""","""8am to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Gupta Ji Restaurant""","""100""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/gupta-ji-restaurant-tajganj/info""","""24""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Goyal Sweet""","""250""","""Mithai""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/goyal-sweet-kamla-nagar/info""","""25""","""Sweet Shop""","""7am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Jai Pratha King""","""100""","""North Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/jai-pratha-king-dayal-bagh/info""","""25""","""Quick Bites""","""8am to 930pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""New Taj Darbar""","""900""","""North Indian,Chinese,Continental""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/new-taj-darbar-tajganj/info""","""25""","""Casual Dining""","""830am to 930pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Brijwasi Chat Bandar""","""100""","""Street Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/brijwasi-chat-bandar-sikandra/info""","""25""","""Quick Bites""","""5pm to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Khan Baba Fruits And Juice Corner""","""100""","""Juices""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/khan-baba-fruits-and-juice-corner-sikandra/info""","""25""","""Beverage Shop""","""11am to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Eats And Treats""","""300""","""Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/eats-and-treats-civil-lines/info""","""25""","""none""","""11am to 1030pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""JMD Juice and Shakes""","""250""","""Beverages,Fast Food""","""Agra""","""Agra Cantt""","""https://www.zomato.com/agra/jmd-juice-and-shakes-agra-cantt/info""","""25""","""Beverage Shop""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""The Idea Inn""","""800""","""North Indian,Continental,Chinese""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/the-idea-inn-tajganj/info""","""25""","""Casual Dining""","""7am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Karan Restaurant""","""1000""","""Chinese,North Indian,Fast Food""","""Agra""","""Hotel Ganga Ratan-- Tajganj""","""https://www.zomato.com/agra/karan-restaurant-tajganj/info""","""25""","""Casual Dining""","""630am to 1030pm(Mon-Sun)""","""Average""","""3.1""","""4"""
"""Eggstroke""","""500""","""North Indian,Rolls,Sandwich""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/eggstroke-civil-lines/info""","""25""","""Quick Bites""","""5pm to 1030pm(Mon,Wed,Thu,Fri,Sat,Sun)...""","""Not rated""","""-""","""-"""
"""Jain Sweet""","""200""","""Mithai,Desserts""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/jain-sweet-sikandra/info""","""25""","""Sweet Shop""","""6am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Pratap Restaurant""","""500""","""Cuisine Varies""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/pratap-restaurant-tajganj/info""","""25""","""Quick Bites""","""9am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Shree Dwarikadesh Dosa Corner""","""200""","""South Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/shree-dwarikadesh-dosa-corner-sikandra/info""","""25""","""Quick Bites""","""5pm to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Swad Sweets And Food Paradise""","""400""","""North Indian,South Indian,Chinese""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/swad-sweets-and-food-paradise-shahganj/info""","""25""","""Quick Bites""","""11am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Agra Prasadam""","""250""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/agra-prasadam-1-civil-lines/info""","""25""","""Quick Bites""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Bedariya Ram Gajak Wale""","""700""","""Desserts""","""Agra""","""Mantola""","""https://www.zomato.com/agra/bedariya-ram-gajak-wale-mantola/info""","""26""","""Quick Bites""","""9am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Food By Kilo""","""250""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/food-by-kilo-civil-lines/info""","""26""","""Quick Bites""","""1pm to 1030pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Rajput Food Corner""","""150""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/rajput-food-corner-civil-lines/info""","""26""","""Quick Bites""","""9am to 6pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Zaika's - The Taste""","""300""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/zaikas-the-taste-civil-lines/info""","""26""","""Quick Bites""","""(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Green Park Restaurant""","""600""","""North Indian,Mughlai""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/green-park-restaurant-tajganj/info""","""26""","""Casual Dining""","""7am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Star Chilli""","""1250""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/star-chilli-tajganj/info""","""26""","""Casual Dining""","""7am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""The Glass Onion Cafe And Family Corner""","""250""","""North Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/the-glass-onion-cafe-and-family-corner-dayal-bagh/info""","""26""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Bansal Sweets""","""200""","""Mithai""","""Agra""","""Rakabganj""","""https://www.zomato.com/agra/bansal-sweets-rakabganj/info""","""26""","""Sweet Shop""","""6am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Shree Krishna Murari Misthan Bhandar""","""200""","""Desserts,Street Food,Fast Food""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/shree-krishna-murari-misthan-bhandar-dayal-bagh/info""","""26""","""Sweet Shop""","""6am to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Tree House Cafe""","""500""","""Italian,Mexican,Chinese,North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/tree-house-cafe-civil-lines/info""","""26""","""Food Court""","""1230pm to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Mithaas Sweets & Snacks""","""200""","""Mithai""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/mithaas-sweets-snacks-tajganj/info""","""26""","""Sweet Shop""","""7am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Aapki Rasoi""","""200""","""North Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/aapki-rasoi-dayal-bagh/info""","""26""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Bhadawar Sweets""","""250""","""Mithai""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/bhadawar-sweets-sikandra/info""","""26""","""Sweet Shop""","""6am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Prema Palace Hotel & Restaurant""","""1000""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/prema-palace-hotel-restaurant-tajganj/info""","""26""","""Casual Dining""","""10am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Cafe Aim Korean Restaurant""","""350""","""Korean""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/cafe-aim-korean-restaurant-tajganj/info""","""26""","""Casual Dining""","""7am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Shri Parasnath Misthan Bhandar""","""300""","""Mithai,Street Food""","""Agra""","""Mantola""","""https://www.zomato.com/agra/shri-parasnath-misthan-bhandar-mantola/info""","""27""","""Sweet Shop""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Shri Raj Bhojnalya""","""200""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/shri-raj-bhojnalya-civil-lines/info""","""27""","""Bhojanalya""","""11am to 5pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Anna Purna Canteen""","""250""","""North Indian""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/anna-purna-canteen-civil-lines/info""","""27""","""Quick Bites""","""7am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Pracheen Petha""","""100""","""Desserts,Mithai""","""Agra""","""Mantola""","""https://www.zomato.com/agra/pracheen-petha-1-mantola/info""","""27""","""Sweet Shop""","""9am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Radha Swami Chinese Fast Food""","""100""","""North Indian,Chinese,Street Food""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/radha-swami-chinese-fast-food-tajganj/info""","""27""","""Quick Bites""","""12noon to 8pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Lucky's Cafe""","""400""","""Fast Food,Cafe,North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/luckys-cafe-tajganj/info""","""27""","""Café""","""12noon to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Amrut Restaurant""","""300""","""North Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/amrut-restaurant-dayal-bagh/info""","""27""","""Quick Bites""","""12noon to 6pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Gun - Gun Confectionery""","""100""","""Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/gun-gun-confectionery-shahganj/info""","""27""","""none""","""8am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Brijwasi Sweet House""","""400""","""Mithai,Desserts""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/brijwasi-sweet-house-dayal-bagh/info""","""27""","""Sweet Shop""","""9am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Gupta Sweets""","""400""","""Mithai""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/gupta-sweets-kamla-nagar/info""","""27""","""Sweet Shop""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Shiva Bhojhnalaya""","""200""","""North Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/shiva-bhojhnalaya-sikandra/info""","""27""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Gori Shankar Fruit &  Punchshake Corner""","""100""","""Beverages""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/gori-shankar-fruit-punchshake-corner-sikandra/info""","""27""","""Beverage Shop""","""12noon to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Krishna Namkeen and Sweet""","""200""","""Mithai""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/krishna-namkeen-and-sweet-shahganj/info""","""27""","""Sweet Shop""","""8am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Hiralal Food Corner""","""250""","""Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/hiralal-food-corner-civil-lines/info""","""27""","""Quick Bites""","""930am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""VR Food Zone""","""250""","""Indian""","""Agra""","""Dayal Bagh""","""https://www.zomato.com/agra/vr-food-zone-dayal-bagh/info""","""27""","""Quick Bites""","""12noon to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""laxman Fast Food""","""200""","""Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/laxman-fast-food-civil-lines/info""","""28""","""Quick Bites""","""11am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Chocolate Cafe""","""0""","""Bakery""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/chocolate-cafe-kamla-nagar/info""","""28""","""none""","""10am to 4pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Jodha Restaurant""","""800""","""North Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/jodha-restaurant-1-sikandra/info""","""28""","""Casual Dining""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Golden Grilled""","""400""","""Mughlai""","""Agra""","""Khandari""","""https://www.zomato.com/agra/golden-grilled-khandari/info""","""28""","""Quick Bites""","""5pm to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Apna Bhojnalaya""","""150""","""North Indian""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/apna-bhojnalaya-shahganj/info""","""28""","""Quick Bites""","""11am to 330pm,6pm to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Mama  Bhojnalya""","""600""","""Healthy Food,North Indian,Fast Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/mama-bhojnalya-kamla-nagar/info""","""28""","""Quick Bites""","""1030am to 7pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Moolchand Grocery And Bakery""","""200""","""Bakery""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/moolchand-grocery-and-bakery-sikandra/info""","""28""","""Bakery""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Rajput Bakers""","""200""","""Bakery""","""Agra""","""Kuberpur""","""https://www.zomato.com/agra/rajput-bakers-kuberpur/info""","""28""","""Bakery""","""7am to 8pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Grace Rooftop Restaurant""","""200""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/grace-rooftop-restaurant-tajganj/info""","""28""","""Quick Bites""","""730am to 1030pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Hotel Taj Heights""","""700""","""North Indian,Chinese,Mughlai""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/hotel-taj-heights-tajganj/info""","""28""","""Casual Dining""","""11am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Krishna Namkeen and Sweets""","""200""","""Mithai""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/krishna-namkeen-and-sweets-1-shahganj/info""","""28""","""Sweet Shop""","""8am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Harbour Delight - Hotel Light House""","""700""","""North Indian,Chinese""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/harbour-delight-hotel-light-house-tajganj/info""","""28""","""Casual Dining""","""8am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Rudra Fast Food""","""100""","""North Indian""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/rudra-fast-food-shahganj/info""","""28""","""Quick Bites""","""9am to 4pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Pandit Ji Fast Food""","""200""","""Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/pandit-ji-fast-food-shahganj/info""","""28""","""Quick Bites""","""8am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Mama Cake House""","""150""","""Bakery""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/mama-cake-house-kamla-nagar/info""","""28""","""Quick Bites""","""10am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Gaurav Bakers""","""150""","""Bakery,Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/gaurav-bakers-sikandra/info""","""29""","""Bakery""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""China Town""","""200""","""Fast Food,Burger""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/china-town-2-shahganj/info""","""29""","""none""","""12noon to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Blue Bird Bakers""","""250""","""Bakery""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/blue-bird-bakers-kamla-nagar/info""","""29""","""Bakery""","""11am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Radhey govind bakery""","""250""","""Bakery,Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/radhey-govind-bakery-shahganj/info""","""29""","""Bakery""","""10am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Hotel Atithi""","""600""","""North Indian,Chinese,Continental""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/hotel-atithi-tajganj/info""","""29""","""Casual Dining""","""7am to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""All About chocolat""","""500""","""Desserts""","""Agra""","""Khandari""","""https://www.zomato.com/agra/all-about-chocolat-khandari/info""","""29""","""none""","""11am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Sri Sainath Food Service""","""250""","""North Indian""","""Agra""","""Khandari""","""https://www.zomato.com/agra/sri-sainath-food-service-khandari/info""","""29""","""Quick Bites""","""1130am to 2pm,7pm to 1030pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Radhika Sweet Corner""","""300""","""Mithai""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/radhika-sweet-corner-sikandra/info""","""29""","""Sweet Shop""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Swaggy Cafe""","""100""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/swaggy-cafe-tajganj/info""","""29""","""Quick Bites""","""10am to 5pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Prem Confectionery""","""100""","""Fast Food""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/prem-confectionery-shahganj/info""","""29""","""Confectionery""","""11am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Rahul Bakers""","""200""","""Fast Food,Bakery""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/rahul-bakers-shahganj/info""","""29""","""Bakery""","""8am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Youngistan Cafe""","""400""","""Cafe""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/youngistan-cafe-civil-lines/info""","""29""","""Café""","""10am to 7pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Agra Coffee House""","""150""","""Coffee,Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/agra-coffee-house-civil-lines/info""","""29""","""Quick Bites""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Shree Jee Sweets And Dairy""","""200""","""Mithai""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/shree-jee-sweets-and-dairy-shahganj/info""","""29""","""Dessert Parlor""","""8am to 10pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Abhishek Restaurant""","""200""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/abhishek-restaurant-tajganj/info""","""29""","""Quick Bites""","""11am to 8pm(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Bullet Adda""","""500""","""Cafe,Continental,Italian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/bullet-adda-1-sikandra/info""","""3""","""Café""","""1030am to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""216"""
"""Aromatic Nosh""","""700""","""Fast Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/aromatic-nosh-kamla-nagar/info""","""3""","""Quick Bites""","""1130am to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""100"""
"""MKOP""","""200""","""Bakery,Fast Food""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/mkop-civil-lines/info""","""3""","""Dessert Parlor""","""10am to 11pm(Mon-Sun)""","""Very Good""","""4.4""","""228"""
"""Pari Family Restaurant""","""400""","""North Indian,Fast Food,South Indian""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/pari-family-restaurant-sikandra/info""","""3""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Good""","""3.8""","""231"""
"""Social Attitude""","""600""","""Cafe,Chinese,Finger Food,North Indian""","""Agra""","""Shahganj""","""https://www.zomato.com/agra/social-attitude-shahganj/info""","""3""","""Café""","""9am to 11pm(Mon-Sun)""","""Good""","""3.8""","""178"""
"""Bercos""","""1000""","""Chinese,Thai""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/bercos-5-civil-lines/info""","""3""","""Casual Dining""","""1230pm to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""196"""
"""Ram Babu Parathe Wale""","""700""","""Fast Food""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/ram-babu-parathe-wale-sikandra/info""","""3""","""Quick Bites""","""9am to 11pm(Mon-Sun)""","""Average""","""3.1""","""235"""
"""Anant Restaurant""","""350""","""South Indian""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/anant-restaurant-kamla-nagar/info""","""3""","""Casual Dining""","""12noon to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""223"""
"""The Momo Corner""","""200""","""Chinese,Momos,Wraps,Burger""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/the-momo-corner-kamla-nagar/info""","""3""","""Quick Bites""","""12noon to 1130pm(Mon-Sun)""","""Very Good""","""4.2""","""147"""
"""Grey House Cafe""","""1500""","""Cafe""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/grey-house-cafe-tajganj/info""","""3""","""Café""","""1pm to 1130pm(Mon-Thu),1pm to 1230AM(Fri-Sun)""","""Very Good""","""4.1""","""197"""
"""Dasaprakash Restaurant""","""550""","""South Indian,Desserts""","""Agra""","""Rakabganj""","""https://www.zomato.com/agra/dasaprakash-restaurant-rakabganj/info""","""3""","""Casual Dining""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""211"""
"""KFC""","""500""","""Burger,Fast Food""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/kfc-tajganj/info""","""3""","""Quick Bites""","""11am to 11pm(Mon-Sun)""","""Very Good""","""4.0""","""224"""
"""Capri Restaurant""","""850""","""North Indian,Mughlai""","""Agra""","""Civil Lines""","""https://www.zomato.com/agra/capri-restaurant-civil-lines/info""","""3""","""Casual Dining""","""12noon to 1130pm(Mon-Sun)""","""Good""","""3.5""","""200"""
"""Campus Bakers""","""300""","""Fast Food,Bakery""","""Agra""","""Sikandra""","""https://www.zomato.com/agra/campus-bakers-sikandra/info""","""3""","""Quick Bites""","""10am to 11pm(Mon-Sun)""","""Very Good""","""4.1""","""142"""
"""The Rollings""","""700""","""North Indian,Chinese,Continental""","""Agra""","""Khandari""","""https://www.zomato.com/agra/the-rollings-khandari/info""","""3""","""Lounge""","""12noon to 11pm(Mon-Fri),12midnight to 11pm...""","""Good""","""3.9""","""146"""
"""Agarwal Sweet House""","""250""","""Mithai,Fast Food""","""Agra""","""Kamla Nagar""","""https://www.zomato.com/agra/agarwal-sweet-house-kamla-nagar/info""","""30""","""Sweet Shop""","""8am to 10pm(Mon-Sun)""","""Not rated""","""-""","""-"""
"""Jag Prem Restaurant""","""400""","""North Indian""","""Agra""","""Tajganj""","""https://www.zomato.com/agra/jag-prem-restaurant-tajganj/info""","""30""","""Casual Dining""","""7am to 9pm(Mon-Sun)""","""Not rated""","""-""","""-"""
